claim_id,claim_type,status,confidence,title,claim_text,primary_basis,linked_mechanics,linked_contradictions,linked_unknowns,source_document,page_or_sheet,section_heading,category,evidence_type,planner_implication,needs_live_verification
CL-0022,source_extracted_rule,Extracted,High,"T3 (Orbis, Ocellus, T3 Plan. Port) 4th T2/T3 Port construction point cost","T3 (Orbis, Ocellus, T3 Plan. Port) costs 18 / T3 Points for the 4th t2/t3 port counted T2/T3 port.",SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,construction_point_cost,community_guide_table,Account for escalating CP cost when sequencing additional T3 ports.,no
CL-0023,source_extracted_rule,Extracted,High,"T3 (Orbis, Ocellus, T3 Plan. Port) 5th T2/T3 Port construction point cost","T3 (Orbis, Ocellus, T3 Plan. Port) costs 24 T3 / Points for the 5th t2/t3 port counted T2/T3 port.",SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,construction_point_cost,community_guide_table,Account for escalating CP cost when sequencing additional T3 ports.,no
CL-0024,source_extracted_rule,Extracted,High,"T3 (Orbis, Ocellus, T3 Plan. Port) Nth T2/T3 Port construction point cost","T3 (Orbis, Ocellus, T3 Plan. Port) costs (n-1)*6 / T3 Points for the nth t2/t3 port counted T2/T3 port.",SRC-MG23,M-0004; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,27,Before You Start: CP-Cost Increases For Tier 2 And Tier 3 Ports,construction_point_cost,community_guide_table,Account for escalating CP cost when sequencing additional T3 ports.,no
CL-0025,source_extracted_rule,Extracted,High,Tier 1 colony-type port set,"Tier 1 colony-type ports are: [Orbital] Civilian Outpost, [Orbital] Commercial Outpost, [Planetary] Civilian Outpost.",SRC-MG23,M-0005; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,port_taxonomy,community_guide_table,Treat colony-type ports as inheriting local-body economies rather than fixed baselines.,no
CL-0026,source_extracted_rule,Extracted,High,Tier 1 specialised port set,"Tier 1 specialised ports are: [Orbital] Industrial Outpost [Industrial], [Orbital] Criminal Outpost [Contraband], [Orbital] Scientific Outpost [Hitech], / [Orbital] Military Outpost [Military], [Planetary] Scientific Outpost [Hitech], [Planetary] Industrial Outpost [Industrial],.",SRC-MG23,M-0005; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,port_taxonomy,community_guide_table,Treat specialised ports as fixed-economy anchors when comparing body-driven designs.,no
CL-0027,source_extracted_rule,Extracted,High,Tier 2 colony-type port set,Tier 2 colony-type ports are: Coriolis.,SRC-MG23,M-0005; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,port_taxonomy,community_guide_table,Treat colony-type ports as inheriting local-body economies rather than fixed baselines.,no
CL-0028,source_extracted_rule,Extracted,High,Tier 2 specialised port set,Tier 2 specialised ports are: Asteroid Base [Extraction].,SRC-MG23,M-0005; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,port_taxonomy,community_guide_table,Treat specialised ports as fixed-economy anchors when comparing body-driven designs.,no
CL-0029,source_extracted_rule,Extracted,High,Tier 3 colony-type port set,"Tier 3 colony-type ports are: Orbis, Ocellus, T3 Planetary Port.",SRC-MG23,M-0005; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,port_taxonomy,community_guide_table,Treat colony-type ports as inheriting local-body economies rather than fixed baselines.,no
CL-0030,source_extracted_rule,Extracted,High,Tier 3 specialised port set,Tier 3 specialised ports are: None.,SRC-MG23,M-0005; M-0009,,,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,port_taxonomy,community_guide_table,Treat specialised ports as fixed-economy anchors when comparing body-driven designs.,no
CL-0031,source_extracted_rule,Extracted,Medium,"Base inheritable economies for Black holes, Neutron Stars, White Dwarves","Black holes, Neutron Stars, White Dwarves has base inheritable economies: HighTech, Tourism.",SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,"Use Black holes, Neutron Stars, White Dwarves as a first-pass body filter for colony-type port planning.",yes
CL-0032,source_extracted_rule,Extracted,Medium,Base inheritable economies for Brown Dwarves and all other star types,Brown Dwarves and all other star types has base inheritable economies: Military.,SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,Use Brown Dwarves and all other star types as a first-pass body filter for colony-type port planning.,yes
CL-0033,source_extracted_rule,Extracted,Medium,Base inheritable economies for Earth like worlds,"Earth like worlds has base inheritable economies: Agriculture, HighTech, Military, Tourism.",SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,Use Earth like worlds as a first-pass body filter for colony-type port planning.,yes
CL-0034,source_extracted_rule,Extracted,Medium,Base inheritable economies for Water world,"Water world has base inheritable economies: Agriculture, Tourism.",SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,Use Water world as a first-pass body filter for colony-type port planning.,yes
CL-0035,source_extracted_rule,Extracted,Medium,Base inheritable economies for Ammonia world,"Ammonia world has base inheritable economies: HighTech, Tourism.",SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,Use Ammonia world as a first-pass body filter for colony-type port planning.,yes
CL-0036,source_extracted_rule,Extracted,Medium,Base inheritable economies for Gas giant,"Gas giant has base inheritable economies: HighTech, Industrial.",SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,Use Gas giant as a first-pass body filter for colony-type port planning.,yes
CL-0037,source_extracted_rule,Extracted,Medium,Base inheritable economies for High metal content and metal rich world,High metal content and metal rich world has base inheritable economies: Extraction.,SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,Use High metal content and metal rich world as a first-pass body filter for colony-type port planning.,yes
CL-0038,source_extracted_rule,Extracted,Medium,Base inheritable economies for Rocky ice,"Rocky ice has base inheritable economies: Industrial, Refinery.",SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,Use Rocky ice as a first-pass body filter for colony-type port planning.,yes
CL-0039,source_extracted_rule,Extracted,Medium,Base inheritable economies for Rocky,Rocky has base inheritable economies: Refinery.,SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,Use Rocky as a first-pass body filter for colony-type port planning.,yes
CL-0040,source_extracted_rule,Extracted,Medium,Base inheritable economies for Icy,Icy has base inheritable economies: Industrial.,SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_inheritance,community_guide_table,Use Icy as a first-pass body filter for colony-type port planning.,yes
CL-0041,source_extracted_rule,Extracted,Medium,Local body modifier Has rings (includes stars with asteroid belts),Modifier Has rings (includes stars with asteroid belts) applies inheritable economy changes: Extraction.,SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_modifier,community_guide_table,Model Has rings (includes stars with asteroid belts) explicitly when projecting colony-type port economies.,yes
CL-0042,source_extracted_rule,Extracted,Medium,Local body modifier Has organics,"Modifier Has organics applies inheritable economy changes: Agriculture, + Terraforming.",SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_modifier,community_guide_table,Model Has organics explicitly when projecting colony-type port economies.,yes
CL-0043,source_extracted_rule,Extracted,Medium,Local body modifier Has geologicals,"Modifier Has geologicals applies inheritable economy changes: Extraction, + Industrial.",SRC-MG23,M-0008,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_modifier,community_guide_table,Model Has geologicals explicitly when projecting colony-type port economies.,yes
CL-0044,source_extracted_recommendation,Extracted,Medium,Preferred local body for Extraction,"For Extraction, the guide recommends: HMC or Metal-Rich Planets, without organics, and without geologicals.",SRC-MG23,M-0007; M-0008; M-0010,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_body_preference,community_guide_table,"Use this body preference as a body-selection heuristic for Extraction builds, but keep it caveated until live-confirmed.",yes
CL-0045,source_extracted_recommendation,Extracted,Medium,Preferred local body for Refinery,"For Refinery, the guide recommends: Rocky-type planets, without rings, without organics, and without geologicals / [Note: Specialized refineries also benefit from as many ground slots as possible (as only Refinery-strong-link-granting facility is the planetary-bound Refinery Hub)].",SRC-MG23,M-0007; M-0008; M-0010,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_body_preference,community_guide_table,"Use this body preference as a body-selection heuristic for Refinery builds, but keep it caveated until live-confirmed.",yes
CL-0046,source_extracted_recommendation,Extracted,Medium,Preferred local body for Industrial,"For Industrial, the guide recommends: Icy Planets, without rings, without organics, and without geologicals.",SRC-MG23,M-0007; M-0008; M-0010,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_body_preference,community_guide_table,"Use this body preference as a body-selection heuristic for Industrial builds, but keep it caveated until live-confirmed.",yes
CL-0047,source_extracted_recommendation,Extracted,Medium,Preferred local body for Military,"For Military, the guide recommends: Main Sequence Stars (and Brown Dwarfs) without asteroid belts.",SRC-MG23,M-0007; M-0008; M-0010,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_body_preference,community_guide_table,"Use this body preference as a body-selection heuristic for Military builds, but keep it caveated until live-confirmed.",yes
CL-0048,source_extracted_recommendation,Extracted,Medium,Preferred local body for Agriculture,"For Agriculture, the guide recommends: Water world, without rings / OR / Any non-icy, non-tidally-locked body with biologicals, NO geologicals (and no rings, unless it’s an HMC body - then rings are irrelevant).",SRC-MG23,M-0007; M-0008; M-0010,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_body_preference,community_guide_table,"Use this body preference as a body-selection heuristic for Agriculture builds, but keep it caveated until live-confirmed.",yes
CL-0049,source_extracted_recommendation,Extracted,Medium,Preferred local body for Tourism,"For Tourism, the guide recommends: Ammonia world or Water World, without rings, without organics, and without geologicals - OR non-main-sequence-star without asteroid belts.",SRC-MG23,M-0007; M-0008; M-0010,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_body_preference,community_guide_table,"Use this body preference as a body-selection heuristic for Tourism builds, but keep it caveated until live-confirmed.",yes
CL-0050,source_extracted_recommendation,Extracted,Medium,Preferred local body for HighTech,"For HighTech, the guide recommends: Ammonia world without rings - OR black holes/neutron stars/white dwarfs without asteroid belts.",SRC-MG23,M-0007; M-0008; M-0010,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_body_preference,community_guide_table,"Use this body preference as a body-selection heuristic for HighTech builds, but keep it caveated until live-confirmed.",yes
CL-0051,source_extracted_recommendation,Extracted,Medium,Preferred local body for Terraforming,"For Terraforming, the guide recommends: Any landable planet with organics.",SRC-MG23,M-0007; M-0008; M-0010,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_body_preference,community_guide_table,"Use this body preference as a body-selection heuristic for Terraforming builds, but keep it caveated until live-confirmed.",yes
CL-0052,source_extracted_recommendation,Extracted,Medium,Preferred local body for Contraband,"For Contraband, the guide recommends: N/A - No local body provides for Contraband; pick any local body with a single local market type and a good number of space local-market slots; (You’ll need to use strong/weak links to build a Contraband market, and/or use the specialized (Orbital) Criminal Outpost).",SRC-MG23,M-0007; M-0008; M-0010,,U-0007; U-0008,Elite Dangerous Colonization Mega Guide v2.3.0,47,How Do Colony-Type Ports Gain Economies? Base Inheritable Economy + Modifiers,economy_body_preference,community_guide_table,"Use this body preference as a body-selection heuristic for Contraband builds, but keep it caveated until live-confirmed.",yes
CL-0053,source_extracted_rule,Extracted,Medium,Agriculture strong-link boosts,Agriculture strong links are boosted by: Orbiting an Earth like world / Orbiting a Water World / [NOTE: PRESENTLY BUGGED - NOT WORKING] On or orbiting a terraformable body / On or orbiting a body with organics.,SRC-MG23,M-0006,,U-0007,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,strong_link_modifier,community_guide_table,Prefer bodies and systems with these properties when you need stronger Agriculture routing.,yes
CL-0054,source_extracted_rule,Extracted,Medium,Agriculture strong-link penalties,Agriculture strong links are decreased by: On or orbiting an icy body / On or orbiting a planet that is tidally locked to its star / On or orbiting a moon that is tidally locked to its planet and its subsequent parent planet(s) are tidally locked to the star.,SRC-MG23,M-0006,,U-0007,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,strong_link_modifier,community_guide_table,Avoid these properties when you need reliable Agriculture strong-link shaping.,yes
CL-0055,source_extracted_rule,Extracted,Medium,Extraction strong-link boosts,Extraction strong links are boosted by: In a system with major or pristine resources / On or orbiting a body with volcanism.,SRC-MG23,M-0006,,U-0007,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,strong_link_modifier,community_guide_table,Prefer bodies and systems with these properties when you need stronger Extraction routing.,yes
CL-0056,source_extracted_rule,Extracted,Medium,Extraction strong-link penalties,Extraction strong links are decreased by: In a system with low or depleted resources.,SRC-MG23,M-0006,,U-0007,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,strong_link_modifier,community_guide_table,Avoid these properties when you need reliable Extraction strong-link shaping.,yes
CL-0057,source_extracted_rule,Extracted,Medium,High Tech strong-link boosts,High Tech strong links are boosted by: Orbiting an ammonia world / Orbiting an earth like world / Orbiting a Water World / On or orbiting a body with geologicals / On or orbiting a body with organics.,SRC-MG23,M-0006,,U-0007,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,strong_link_modifier,community_guide_table,Prefer bodies and systems with these properties when you need stronger High Tech routing.,yes
CL-0058,source_extracted_rule,Extracted,Medium,Industrial & Refinery strong-link boosts,Industrial & Refinery strong links are boosted by: In a system with major or pristine resources.,SRC-MG23,M-0006,,U-0007,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,strong_link_modifier,community_guide_table,Prefer bodies and systems with these properties when you need stronger Industrial & Refinery routing.,yes
CL-0059,source_extracted_rule,Extracted,Medium,Industrial & Refinery strong-link penalties,Industrial & Refinery strong links are decreased by: In a system with low or depleted resources.,SRC-MG23,M-0006,,U-0007,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,strong_link_modifier,community_guide_table,Avoid these properties when you need reliable Industrial & Refinery strong-link shaping.,yes
CL-0060,source_extracted_rule,Extracted,Medium,Tourism strong-link boosts,Tourism strong links are boosted by: Orbiting an ammonia world / In a system with a black hole / Orbiting an earth like world / On or orbiting a body with geologicals / On or orbiting a body with organics / Orbiting a water world / In a system with a white dwarf / In a system with a neutron star.,SRC-MG23,M-0006,,U-0007,Elite Dangerous Colonization Mega Guide v2.3.0,54,Strong Links,strong_link_modifier,community_guide_table,Prefer bodies and systems with these properties when you need stronger Tourism routing.,yes
CL-0061,source_extracted_rule,Extracted,Medium,High-security systems widen the none portion of faction security sliders,"The guide's compared systems show that higher security produces a wider 'none' section on faction security sliders, indicating slider shape varies with overall system security.",SRC-MG23,M-0011,,,Elite Dangerous Colonization Mega Guide v2.3.0,61,Security,security_rule,community_guide_table,Do not treat security slider widths as fixed across differently developed systems.,yes
CL-0062,source_extracted_rule,Extracted,Medium,Population curve for Tier 3 - Orbital at Earth-Like World,"For Tier 3 - Orbital at Earth-Like World, rapid-build population is 610m, inflection population is 1,525m, asymptotic population is 3,100m, and the listed body multiplier is TBD.",SRC-MG23,M-0012,,,Elite Dangerous Colonization Mega Guide v2.3.0,75,"What Does Population Affect, And How Do I Grow It?",population_curve,community_guide_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0063,source_extracted_rule,Extracted,Medium,Population curve for Tier 2 - Orbital at Earth-Like World,"For Tier 2 - Orbital at Earth-Like World, rapid-build population is 20m, inflection population is 50m, asymptotic population is 100m, and the listed body multiplier is TBD.",SRC-MG23,M-0012,,,Elite Dangerous Colonization Mega Guide v2.3.0,75,"What Does Population Affect, And How Do I Grow It?",population_curve,community_guide_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0064,source_extracted_rule,Extracted,Medium,Population curve for Tier 1 - Orbital at Earth-Like World,"For Tier 1 - Orbital at Earth-Like World, rapid-build population is TBD, inflection population is TBD, asymptotic population is TBD, and the listed body multiplier is TBD.",SRC-MG23,M-0012,,,Elite Dangerous Colonization Mega Guide v2.3.0,75,"What Does Population Affect, And How Do I Grow It?",population_curve,community_guide_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0065,source_extracted_rule,Extracted,Medium,Population curve for Tier 3 - Orbital at Water World,"For Tier 3 - Orbital at Water World, rapid-build population is 365m, inflection population is 912.5m, asymptotic population is 1,825m, and the listed body multiplier is TBD.",SRC-MG23,M-0012,,,Elite Dangerous Colonization Mega Guide v2.3.0,75,"What Does Population Affect, And How Do I Grow It?",population_curve,community_guide_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0066,source_extracted_rule,Extracted,Medium,Population curve for Tier 2 - Orbital at Water World,"For Tier 2 - Orbital at Water World, rapid-build population is TBD, inflection population is TBD, asymptotic population is TBD, and the listed body multiplier is TBD.",SRC-MG23,M-0012,,,Elite Dangerous Colonization Mega Guide v2.3.0,75,"What Does Population Affect, And How Do I Grow It?",population_curve,community_guide_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0067,source_extracted_rule,Extracted,Medium,Population curve for Tier 1 - Orbital at Water World,"For Tier 1 - Orbital at Water World, rapid-build population is TBD, inflection population is TBD, asymptotic population is TBD, and the listed body multiplier is TBD.",SRC-MG23,M-0012,,,Elite Dangerous Colonization Mega Guide v2.3.0,75,"What Does Population Affect, And How Do I Grow It?",population_curve,community_guide_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0068,source_extracted_rule,Extracted,Medium,Population curve for Tier 3 - Orbital at Main Sequence Star,"For Tier 3 - Orbital at Main Sequence Star, rapid-build population is TBD, inflection population is TBD, asymptotic population is TBD, and the listed body multiplier is TBD.",SRC-MG23,M-0012,,,Elite Dangerous Colonization Mega Guide v2.3.0,75,"What Does Population Affect, And How Do I Grow It?",population_curve,community_guide_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
