node_id,node_type,title,status,category,source_ref,path_or_ref
AP-0002,architecture_pattern,Extraction and Refinery Primary Producer,Canonical,architecture_pattern,roles_assets_strategies,planner/architecture_pattern_register.md
AP-0003,architecture_pattern,Water World Tourism Orbital Pair,Conceptual,architecture_pattern,roles_assets_strategies; M-0001,planner/architecture_pattern_register.md
AP-0004,architecture_pattern,HMC Industrial Ground Cluster,Conceptual,architecture_pattern,roles_assets_strategies,planner/architecture_pattern_register.md
AP-0005,architecture_pattern,Moonlet Weak-Link Support Chain,Conceptual,architecture_pattern,roles_assets_strategies; EXP-0000,planner/architecture_pattern_register.md
RS-0001,recommendation_field,Objective being served,Canonical,recommendation_schema,decision_support_model,planner/recommendation_schema_register.md
RS-0002,recommendation_field,Constraints summary,Canonical,recommendation_schema,decision_support_model; planner_safety,planner/recommendation_schema_register.md
RS-0003,recommendation_field,Current coverage summary,Canonical,recommendation_schema,decision_support_model,planner/recommendation_schema_register.md
RS-0004,recommendation_field,Coverage gap being targeted,Canonical,recommendation_schema,decision_support_model; roles_assets_strategies,planner/recommendation_schema_register.md
RS-0005,recommendation_field,Recommended role,Canonical,recommendation_schema,decision_support_model; role_register,planner/recommendation_schema_register.md
RS-0006,recommendation_field,Recommended architecture,Canonical,recommendation_schema,decision_support_model; architecture_pattern_register,planner/recommendation_schema_register.md
RS-0007,recommendation_field,Candidate facilities,Canonical,recommendation_schema,decision_support_model,planner/recommendation_schema_register.md
RS-0008,recommendation_field,Expected gains,Canonical,recommendation_schema,decision_support_model,planner/recommendation_schema_register.md
RS-0009,recommendation_field,Expected losses or opportunity cost,Canonical,recommendation_schema,decision_support_model; roles_assets_strategies,planner/recommendation_schema_register.md
RS-0010,recommendation_field,Mechanics used,Canonical,recommendation_schema,decision_support_model; mechanics_index,planner/recommendation_schema_register.md
RS-0011,recommendation_field,Evidence used,Canonical,recommendation_schema,decision_support_model; evidence_traceability,planner/recommendation_schema_register.md
RS-0012,recommendation_field,Confidence band,Canonical,recommendation_schema,decision_support_model; confidence_model_register,planner/recommendation_schema_register.md
RS-0013,recommendation_field,Unknowns,Canonical,recommendation_schema,decision_support_model; unknowns_register,planner/recommendation_schema_register.md
RS-0014,recommendation_field,What would change the recommendation,Canonical,recommendation_schema,decision_support_model,planner/recommendation_schema_register.md
CS-0001,contextual_strategy,Industrial Anchor plus High Tech Support Body,Experimental,strategy,EXP-0001; EV-0001,planner/contextual_strategy_register.md
CS-0002,contextual_strategy,Prefer local same-body shaping before remote spillover,Likely,strategy,M-0003; M-0006,planner/contextual_strategy_register.md
CS-0003,contextual_strategy,Use under-utilized bodies to fill gaps not mirror the strongest body,Confirmed,strategy,decision_support_model; EXP-0001,planner/contextual_strategy_register.md
CS-0004,contextual_strategy,Demolition is a late-stage strategy not a first response,Confirmed,strategy,planner_safety; EV-0002,planner/contextual_strategy_register.md
MD-0001,mechanic_dependency,Station economy inheritance depends on rejecting manual economy choice,Confirmed,mechanic_dependency,M-0002; M-0007,mechanics/mechanic_dependency_register.md
MD-0002,mechanic_dependency,Port taxonomy precedes economy inheritance modeling,Likely,mechanic_dependency,M-0005; M-0007,mechanics/mechanic_dependency_register.md
MD-0003,mechanic_dependency,Body-economy modeling depends on inherited-economy assumptions,Likely,mechanic_dependency,M-0007; M-0008,mechanics/mechanic_dependency_register.md
MD-0004,mechanic_dependency,Weak-link insufficiency is a special case inside routing,Confirmed,mechanic_dependency,M-0003; M-0006,mechanics/mechanic_dependency_register.md
MD-0005,mechanic_dependency,Main-port routing interpretations depend on port hierarchy and state,Likely,mechanic_dependency,M-0004; M-0005; M-0006,mechanics/mechanic_dependency_register.md
MD-0006,mechanic_dependency,Construction-point planning depends on state interpretation,Likely,mechanic_dependency,M-0004; EV-0002,mechanics/mechanic_dependency_register.md
MD-0007,mechanic_dependency,Body constraints pre-empt downstream strategy and construction,Confirmed,mechanic_dependency,M-0001,mechanics/mechanic_dependency_register.md
R-0001,planner_risk,Fake manual economy selection,Critical,planner_risk,M-0002; planner_rules,planner/planner_risk_register.md
R-0002,planner_risk,Surface recommendations on impossible bodies,Critical,planner_risk,M-0001; planner_rules,planner/planner_risk_register.md
R-0003,planner_risk,Weak-link overconfidence,High,planner_risk,M-0003; M-0006,planner/planner_risk_register.md
R-0004,planner_risk,Preview-state treated as completed-state truth,High,planner_risk,EV-0003; anomaly_register,planner/planner_risk_register.md
R-0005,planner_risk,Proposed-build totals treated as current buildability,High,planner_risk,EV-0002; M-0004,planner/planner_risk_register.md
R-0006,planner_risk,Identity collapse across same-name facilities or disputed architects,High,planner_risk,identity_rules; anomaly_register,planner/planner_risk_register.md
R-0007,planner_risk,Stale or mirrored sources override better evidence,High,planner_risk,source_authority; contradictions,planner/planner_risk_register.md
R-0008,planner_risk,Demolition advice without strong direct evidence,Critical,planner_risk,knowledge_projection_rules; EV-0002,planner/planner_risk_register.md
R-0009,planner_risk,Missing primary artifacts mistaken for completed extraction,Medium,planner_risk,reference_sources; source_coverage,planner/planner_risk_register.md
U-0001,unknown,Economy percentages to commodity exposure,Open,unknown,M-0002; M-0007,docs/unknowns_register.md
U-0002,unknown,Rank order versus absolute percentage,Open,unknown,M-0003; M-0006; EXP-0001,docs/unknowns_register.md
U-0003,unknown,Station-class post-build divergence,Open,unknown,M-0005; EV-0003,docs/unknowns_register.md
U-0004,unknown,Specialised-port exemption depth,Open,unknown,M-0005,docs/unknowns_register.md
U-0005,unknown,Weak-link sufficiency threshold,Open,unknown,M-0003; M-0006,docs/unknowns_register.md
U-0006,unknown,Main-port routing aggregation behavior,Open,unknown,M-0006; planner_rules,docs/unknowns_register.md
U-0007,unknown,Body-modifier stacking behavior,Open,unknown,M-0008,docs/unknowns_register.md
U-0008,unknown,Terraforming modifier role,Open,unknown,M-0008,docs/unknowns_register.md
U-0009,unknown,Construction-point edge cases beyond current-versus-proposed interpretation,Open,unknown,M-0004; contradiction_register,docs/unknowns_register.md
U-0010,unknown,Initial Primary Port exception scope,Open,unknown,M-0004,docs/unknowns_register.md
U-0011,unknown,Body-linked public evidence granularity,Open,unknown,platform_architecture,docs/unknowns_register.md
U-0012,unknown,Publication threshold for planner-safe knowledge,Open,unknown,platform_architecture; confidence_model_register,docs/unknowns_register.md
GD-0001,governance_decision,Patch partitioning strategy for planner knowledge,Open,governance_decision,platform_architecture,docs/governance_decision_register.md
GD-0002,governance_decision,Publication threshold for planner-safe knowledge,Open,governance_decision,platform_architecture; confidence_model_register,docs/governance_decision_register.md
GD-0003,governance_decision,Body-linkage representation policy,Open,governance_decision,platform_architecture; unknowns_register,docs/governance_decision_register.md
GD-0004,governance_decision,Human review surface for contradictions and identity collisions,Open,governance_decision,platform_architecture; anomaly_register,docs/governance_decision_register.md
GD-0005,governance_decision,Analyst-side workflow for image-backed evidence,Open,governance_decision,platform_architecture; evidence_vault,docs/governance_decision_register.md
IB-0001,implementation_backlog,Core repository-to-database provenance model,P0,implementation_backlog,platform_architecture,docs/implementation_backlog.md
IB-0002,implementation_backlog,Claim observation mechanic and knowledge-release schemas,P0,implementation_backlog,schemas_readme; colony_state_schema,docs/implementation_backlog.md
IB-0003,implementation_backlog,Current-state ingest from bulk public sources,P1,implementation_backlog,source_priority_register; manual_research_gaps,docs/implementation_backlog.md
IB-0004,implementation_backlog,Analyst-side evidence entry workflow,P1,implementation_backlog,evidence_vault; governance_decision_register,docs/implementation_backlog.md
IB-0005,implementation_backlog,Contradiction and identity review surface,P1,implementation_backlog,contradiction_register; anomaly_register,docs/implementation_backlog.md
IB-0006,implementation_backlog,Planner-safe knowledge publication pipeline,P1,implementation_backlog,knowledge_projection_rules; confidence_model,docs/implementation_backlog.md
IB-0007,implementation_backlog,Planner recommendation object and validation,P1,implementation_backlog,recommendation_schema_register,docs/implementation_backlog.md
IB-0008,implementation_backlog,Body-linkage uncertainty handling,P1,implementation_backlog,unknowns_register; colony_state_schema,docs/implementation_backlog.md
IB-0009,implementation_backlog,Knowledge graph export and query layer,P2,implementation_backlog,knowledge_graph,docs/implementation_backlog.md
IB-0010,implementation_backlog,Evidence Vault binary workflow completion,P2,implementation_backlog,evidence_vault; manual_research_gaps,docs/implementation_backlog.md
IB-0011,implementation_backlog,Direct primary-artifact re-ingestion,P1,implementation_backlog,source_coverage_register; manual_research_gaps,docs/implementation_backlog.md
IB-0012,implementation_backlog,Live-verification result ingestion,P2,implementation_backlog,live_verification_register; verification_protocols,docs/implementation_backlog.md
MRG-0001,manual_research_gap,No official public bulk export of full colonised-system layout state,Critical,manual_research_gap,manual_research_gaps,docs/manual_research_gaps.md
MRG-0009,manual_research_gap,OCR and screenshot-review pipeline remains unbuilt,High,manual_research_gap,manual_research_gaps; evidence_vault,docs/manual_research_gaps.md
OBS-0001,observation,Water Worlds in Wregoe were orbital-only,High,evidence_observation,EXP-0000,evidence/observation_register.csv
OBS-0002,observation,Station economy could not be manually selected in Wregoe,High,evidence_observation,EXP-0000,evidence/observation_register.csv
OBS-0003,observation,One weak Refinery link did not restore key metals,High,evidence_observation,EXP-0000,evidence/observation_register.csv
OBS-0004,observation,A4 post-build facility set showed two High Tech Hubs,High,evidence_observation,EV-0001,evidence/observation_register.csv
OBS-0005,observation,Rocha Liberty showed mixed strong and weak links after build,High,evidence_observation,EV-0001,evidence/observation_register.csv
OBS-0006,observation,Rocha Liberty advertised mixed economies after build,High,evidence_observation,EV-0001,evidence/observation_register.csv
OBS-0007,observation,Rocha Liberty showed multiple High Tech-style commodities after build,High,evidence_observation,EV-0001,evidence/observation_register.csv
OBS-0008,observation,Raven projected deficits and system-state metrics were visible,Medium,evidence_observation,EV-0002,evidence/observation_register.csv
OBS-0009,observation,Placeholder two-word coded names should be treated as planned unless confirmed,High,evidence_observation,EV-0002,evidence/observation_register.csv
OBS-0010,observation,Apollo and Artemis Orbis previews showed no visible bar difference,High,evidence_observation,EV-0003,evidence/observation_register.csv
OBS-0011,observation,Orbis Ocellus and Dodec previews showed no reliable superiority on shown bars,Medium,evidence_observation,EV-0003,evidence/observation_register.csv
OBS-0012,observation,A4 baseline before two High Tech Hubs was Industrial then Extraction with low High Tech,Medium,evidence_observation,EXP-0001,evidence/observation_register.csv
OBS-0013,observation,A4 experiment predicts High Tech rises to about 250 percent and second place,Medium,predicted_observation,EXP-0001,evidence/observation_register.csv
CL-0001,claim,Water Worlds are orbital-only for construction,Confirmed,claim,OBS-0001; EXP-0000,evidence/claim_register.csv
CL-0002,claim,Station economy is inherited,Confirmed,claim,OBS-0002; EXP-0000,evidence/claim_register.csv
CL-0003,claim,One weak Refinery link was insufficient in the tested Wregoe case,Confirmed_Narrow,claim,OBS-0003; EV-0002,evidence/claim_register.csv
CL-0004,claim,A4 post-build facility set included two High Tech Hubs,Observed,claim,OBS-0004; EV-0001,evidence/claim_register.csv
CL-0005,claim,Rocha Liberty showed strong High Tech and Industrial support after build,Observed,claim,OBS-0005; EV-0001,evidence/claim_register.csv
CL-0006,claim,Rocha Liberty exposed mixed economies after build,Observed,claim,OBS-0006; EV-0001,evidence/claim_register.csv
CL-0007,claim,Rocha Liberty showed multiple High Tech-style commodities after build,Observed,claim,OBS-0007; EV-0001,evidence/claim_register.csv
CL-0008,claim,Raven projected deficits and placeholder plans were visible,Observed,claim,OBS-0008; OBS-0009; EV-0002,evidence/claim_register.csv
CL-0009,claim,Apollo and Artemis Orbis previews looked mechanically identical on shown bars,Observed,claim,OBS-0010; EV-0003,evidence/claim_register.csv
CL-0010,claim,No reliable station-class superiority was shown in the preview evidence,Observed,claim,OBS-0011; EV-0003,evidence/claim_register.csv
CL-0011,claim,A4 High Tech promotion is expected to broaden total material coverage,Pending,claim,OBS-0012; OBS-0013; EXP-0001,evidence/claim_register.csv
CL-0012,claim,Absent primary artifacts are only indirectly represented,Confirmed,claim,source_coverage_register; EV-0004,evidence/claim_register.csv
ER-0001,economy_rule,Station economy is inherited not manually chosen,Confirmed,economy,M-0002,mechanics/economy_rules_register.md
ER-0002,economy_rule,Colony-type ports inherit economy behavior,Likely,economy,M-0005; M-0007,mechanics/economy_rules_register.md
ER-0003,economy_rule,Specialised ports retain an inherent economy baseline,Likely,economy,M-0005; M-0007,mechanics/economy_rules_register.md
ER-0004,economy_rule,Local body type establishes base inheritable economies,Likely,economy_body_effects,M-0008,mechanics/economy_rules_register.md
ER-0005,economy_rule,Local body modifiers affect inherited economy tendency,Likely,economy_body_effects,M-0008,mechanics/economy_rules_register.md
ER-0006,economy_rule,Modifier stacking remains unverified,Needs verification,economy_body_effects,M-0008; LV-0004,mechanics/economy_rules_register.md
ER-0007,economy_rule,Strong links are preferred for targeted economy shaping,Likely,market_links,M-0006,mechanics/economy_rules_register.md
ER-0008,economy_rule,Weak links provide spillover not guaranteed control,Likely,market_links,M-0006,mechanics/economy_rules_register.md
ER-0009,economy_rule,One weak Refinery link was insufficient in the Wregoe Dodec case,Confirmed,economy_negative_evidence,M-0003,mechanics/economy_rules_register.md
ER-0010,economy_rule,Preview equality does not prove post-build market equality,Confirmed,port_comparison,EV-0003; M-0005,mechanics/economy_rules_register.md
CR-0001,construction_rule,Water worlds have no surface slots,Confirmed,body_constraints,M-0001,mechanics/construction_rules_register.md
CR-0002,construction_rule,Construction points are distinct from material cost,Likely,construction,M-0004,mechanics/construction_rules_register.md
CR-0003,construction_rule,Tier 1 facilities generate Tier 2 construction points,Likely,construction,M-0004,mechanics/construction_rules_register.md
CR-0004,construction_rule,Tier 2 facilities consume Tier 2 and generate Tier 3 construction points,Likely,construction,M-0004,mechanics/construction_rules_register.md
CR-0005,construction_rule,Tier 3 facilities consume Tier 3 construction points and do not generate more,Likely,construction,M-0004,mechanics/construction_rules_register.md
CR-0006,construction_rule,The initial Primary Port is a construction-point exception,Likely,construction,M-0004,mechanics/construction_rules_register.md
CR-0007,construction_rule,Current buildability differs from proposed full-plan totals,Likely,construction_safety,EV-0002; M-0004,mechanics/construction_rules_register.md
CR-0008,construction_rule,Placeholder names and visible previews are not enough to infer completion state,Confirmed,state_interpretation,EV-0002; EV-0003,mechanics/construction_rules_register.md
G-0001,glossary,Construction Points,Canonical,construction,M-0004,ontology/glossary.md
G-0003,glossary,Colony-Type Port,Canonical,port_taxonomy,M-0005,ontology/glossary.md
G-0006,glossary,Strong Link,Canonical,economy_routing,M-0006; EV-0001,ontology/glossary.md
G-0007,glossary,Weak Link,Canonical,economy_routing,M-0003; M-0006,ontology/glossary.md
G-0008,glossary,Coverage,Canonical,planning,decision_support_model; roles_assets_strategies,ontology/glossary.md
G-0009,glossary,Coverage Gap,Canonical,planning,roles_assets_strategies,ontology/glossary.md
G-0010,glossary,Role,Canonical,planning,roles_assets_strategies,ontology/glossary.md
G-0011,glossary,Architecture,Canonical,planning,roles_assets_strategies; decision_support_model,ontology/glossary.md
G-0012,glossary,Negative Evidence,Canonical,research_method,project_principles; EXP-0000,ontology/glossary.md
G-0013,glossary,Contradiction Case,Canonical,research_method,platform_architecture,ontology/glossary.md
G-0014,glossary,Knowledge Projection,Canonical,knowledge_system,platform_architecture,ontology/glossary.md
C-0001,contradiction,Official claim radius versus Steam mirror wording,Open,source_conflict,data_sources_review,docs/contradiction_register.md
C-0002,contradiction,Station-class superiority remains unproven,Open,evidence_conflict,EV-0003,docs/contradiction_register.md
C-0003,contradiction,Raven proposed-build deficits versus live buildability,Open,model_interpretation_conflict,EV-0002; M-0004,docs/contradiction_register.md
C-0004,contradiction,Weak-link generalisation versus Wregoe narrow failure,Open,heuristic_conflict,M-0003; M-0006,docs/contradiction_register.md
LV-0001,live_verification,A4 High Tech threshold and commodity coverage,Needs verification,economy,EXP-0001; EV-0001,experiments/live_verification_register.md
LV-0002,live_verification,Post-build station-class market differences,Needs verification,port_comparison,EV-0003,experiments/live_verification_register.md
LV-0003,live_verification,Refinery threshold for metals at the Dodec,Needs verification,economy_links,M-0003; EXP-0000,experiments/live_verification_register.md
LV-0004,live_verification,Local body modifier non-stacking,Needs verification,body_economics,M-0008,experiments/live_verification_register.md
LV-0005,live_verification,Main Port routing and link aggregation,Needs verification,routing,M-0004; M-0006,experiments/live_verification_register.md
M-0009,mechanic,"Facility Prerequisites, Port Conversion, and High-Tier Port Cost Escalation",Extracted,construction_dependencies,MG-0001; DM-0001; DD-0001,mechanics/M-0009-facility-prerequisites-port-conversion-and-escalation.md
M-0010,mechanic,"Economy Compatibility, Rank Protection, and Market Cannibalization",Extracted,economy_markets,MG-0001; DM-0001; FW-0001,mechanics/M-0010-economy-compatibility-rank-protection-and-market-cannibalization.md
M-0011,mechanic,"Facility Stats, Service Activation, and System Effects",Extracted,system_stats_services,MG-0001; DM-0001,mechanics/M-0011-facility-stats-service-activation-and-system-effects.md
M-0012,mechanic,"Population Growth, Body Multipliers, and Output Scaling",Extracted,population,MG-0001,mechanics/M-0012-population-growth-body-multipliers-and-output-scaling.md
M-0013,mechanic,"System Scores, Payments, and High-Risk Caveats",Extracted,score_caveats,MG-0001; FW-0001,mechanics/M-0013-system-scores-payments-and-high-risk-caveats.md
PR-0011,planner_rule,Resolve main-port priority before reading link topology,Extracted,routing_safety,M-0006; M-0009,planner/planner_rules_register.md
PR-0012,planner_rule,Do not recommend irreversible changes from arrow count alone,Extracted,routing_safety,M-0006; M-0013,planner/planner_rules_register.md
PR-0013,planner_rule,Dependency trees constrain build sequencing alongside CP math,Extracted,construction_safety,M-0004; M-0009,planner/planner_rules_register.md
MD-0008,mechanic_dependency,Main-port resolution is a prerequisite for safe routing interpretation,Extracted,mechanic_dependency,M-0005; M-0006; M-0009,mechanics/mechanic_dependency_register.md
MD-0009,mechanic_dependency,Dependency-chain modeling constrains capital-build sequencing,Extracted,mechanic_dependency,M-0004; M-0009,mechanics/mechanic_dependency_register.md
MD-0010,mechanic_dependency,Routing-display caveats depend on the broader link-routing model,Extracted,mechanic_dependency,M-0006; M-0013,mechanics/mechanic_dependency_register.md
R-0010,planner_risk,Agricultural advice that ignores the zero-output planetary agri bug,High,planner_risk,C-0005; M-0013,planner/planner_risk_register.md
R-0011,planner_risk,Nested-port passthrough bug treated as stable design doctrine,Critical,planner_risk,C-0006; M-0006; M-0013,planner/planner_risk_register.md
R-0012,planner_risk,Population-pruning demolition advice based on anecdote,Critical,planner_risk,LV-0009; M-0012; M-0013,planner/planner_risk_register.md
R-0013,planner_risk,Pad-size advice that trusts advertised settlement metadata,High,planner_risk,C-0007; LV-0010,planner/planner_risk_register.md
R-0014,planner_risk,Arrow-count routing overconfidence,Critical,planner_risk,C-0008; PR-0012,planner/planner_risk_register.md
R-0015,planner_risk,Dependency-family flattening,High,planner_risk,C-0009; PR-0013,planner/planner_risk_register.md
U-0013,unknown,Strong-link modifier exact numeric application,Open,unknown,M-0006; LV-0006,docs/unknowns_register.md
U-0014,unknown,Same-strength economy rank ordering,Open,unknown,M-0010; LV-0007,docs/unknowns_register.md
